Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2014-02-18,,,,,0.55,82.8,735.0,2324.0
2014-02-19,,,,,0.85,81.95,482.0,2348.0
2014-02-20,,,,,0.15,81.8,393.0,2348.0
2014-02-21,,,,,0.2,82.0,69.0,2298.0
2014-02-24,,,,,0.3,81.7,230.0,2283.0
2014-02-25,,,,,0.25,81.45,229.0,2312.0
2014-02-26,,,,,0.45,81.0,210.0,2366.0
2014-02-27,,,,,0.7,81.7,245.0,2362.0
2014-02-28,,,,,0.25,81.95,280.0,2372.0
2014-03-03,,,,,1.4,83.35,425.0,2434.0
2014-03-04,,,,,0.4,82.95,185.0,2487.0
2014-03-05,,,,,0.6,82.35,370.0,2527.0
2014-03-06,,,,,0.25,82.1,120.0,2469.0
2014-03-07,,,,,0.2,82.3,137.0,2454.0
2014-03-10,,,,,0.6,81.7,155.0,2452.0
2014-03-11,,,,,0.25,81.95,255.0,2444.0
2014-03-12,,,,,0.2,82.15,175.0,2489.0
2014-03-13,,,,,,82.15,335.0,2519.0
2014-03-14,,,,,0.6,82.75,265.0,2534.0
2014-03-17,,,,,0.15,82.9,240.0,2589.0
2014-03-18,,,,,0.05,82.85,190.0,2454.0
2014-03-19,,,,,0.25,82.6,125.0,2469.0
2014-03-20,,,,,0.1,82.5,110.0,2499.0
2014-03-21,,,,,0.5,83.0,165.0,2494.0
2014-03-24,,,,,0.35,82.65,135.0,2504.0
2014-03-25,,,,,0.45,82.2,280.0,2499.0
2014-03-26,,,,,0.5,81.7,240.0,2532.0
2014-03-27,,,,,0.25,81.95,170.0,2572.0
2014-03-28,,,,,0.15,82.1,90.0,2602.0
2014-03-31,,,,,0.4,82.5,75.0,2587.0
2014-04-01,,,,,0.65,81.85,135.0,2572.0
2014-04-02,,,,,0.15,81.7,220.0,2607.0
2014-04-03,,,,,0.2,81.9,241.0,2552.0
2014-04-04,,,,,0.3,81.6,155.0,2457.0
2014-04-07,,,,,0.65,82.25,235.0,2417.0
2014-04-08,,,,,0.15,82.1,185.0,2437.0
2014-04-09,,,,,0.2,82.3,130.0,2462.0
2014-04-10,,,,,0.6,82.9,262.0,2452.0
2014-04-11,,,,,0.15,83.05,120.0,2527.0
2014-04-14,,,,,0.45,83.5,230.0,2522.0
2014-04-15,,,,,0.65,84.15,760.0,2547.0
2014-04-16,,,,,0.15,84.3,528.0,2512.0
2014-04-17,,,,,0.65,83.65,225.0,2495.0
2014-04-21,,,,,,83.65,0.0,2525.0
2014-04-22,,,,,0.5,83.15,505.0,2525.0
2014-04-23,,,,,0.25,83.4,190.0,2610.0
2014-04-24,,,,,0.9,84.3,475.0,2625.0
2014-04-25,,,,,0.3,84.6,345.0,2630.0
2014-04-28,,,,,0.9,85.5,621.0,2640.0
2014-04-29,,,,,0.3,85.2,345.0,2652.0
2014-04-30,,,,,0.8,84.4,470.0,2642.0
2014-05-01,,,,,0.3,84.1,265.0,2659.0
2014-05-02,,,,,0.55,84.65,220.0,2712.0
2014-05-05,,,,,,84.65,0.0,2742.0
2014-05-06,,,,,0.3,84.95,205.0,2742.0
2014-05-07,,,,,1.0,83.95,367.0,2722.0
2014-05-08,,,,,,83.95,434.0,2834.0
2014-05-09,,,,,0.1,84.05,125.0,2784.0
2014-05-12,,,,,0.3,84.35,150.0,2794.0
2014-05-13,,,,,,84.35,205.0,2814.0
2014-05-14,,,,,0.25,84.6,275.0,2809.0
2014-05-15,,,,,0.1,84.7,303.0,2879.0
2014-05-16,,,,,0.15,84.55,55.0,2992.0
2014-05-19,,,,,0.2,84.35,15.0,2972.0
2014-05-20,,,,,,84.35,150.0,2962.0
2014-05-21,,,,,0.05,84.4,25.0,2992.0
2014-05-22,,,,,0.25,84.65,175.0,2992.0
2014-05-23,,,,,0.05,84.7,200.0,3022.0
2014-05-27,,,,,0.3,84.4,150.0,3062.0
2014-05-28,,,,,0.2,84.2,280.0,3092.0
2014-05-29,,,,,0.2,84.0,145.0,3152.0
2014-05-30,,,,,0.7,83.3,233.0,3162.0
2014-06-02,,,,,0.7,82.6,260.0,3154.0
2014-06-03,,,,,0.2,82.8,270.0,3219.0
2014-06-04,,,,,0.4,82.4,315.0,3304.0
2014-06-05,,,,,0.15,82.25,425.0,3312.0
2014-06-06,,,,,0.75,81.5,390.0,3359.0
2014-06-09,,,,,0.1,81.6,145.0,3409.0
2014-06-10,,,,,0.05,81.55,455.0,3444.0
2014-06-11,,,,,0.05,81.5,345.0,3451.0
2014-06-12,,,,,,81.5,220.0,3531.0
2014-06-13,,,,,0.5,82.0,300.0,3606.0
2014-06-16,,,,,0.1,82.1,270.0,3631.0
2014-06-17,,,,,0.4,81.7,435.0,3681.0
2014-06-18,,,,,0.5,81.2,430.0,3786.0
2014-06-19,,,,,0.1,81.1,424.0,3886.0
2014-06-20,,,,,0.3,80.8,150.0,3712.0
2014-06-23,,,,,0.25,80.55,180.0,3757.0
2014-06-24,,,,,0.3,80.85,225.0,3758.0
2014-06-25,,,,,0.4,81.25,305.0,3792.0
2014-06-26,,,,,0.6,80.65,370.0,3807.0
2014-06-27,,,,,0.15,80.8,100.0,3888.0
2014-06-30,,,,,0.1,80.7,163.0,3858.0
2014-07-01,,,,,0.2,80.5,270.0,3825.0
2014-07-02,,,,,0.35,80.15,325.0,3831.0
2014-07-03,,,,,0.35,79.8,340.0,3921.0
2014-07-07,,,,,0.3,80.1,200.0,3906.0
2014-07-08,,,,,0.05,80.15,170.0,3870.0
2014-07-09,,,,,0.35,79.8,140.0,3865.0
2014-07-10,,,,,0.05,79.75,135.0,3861.0
2014-07-11,,,,,0.3,79.45,230.0,3890.0
2014-07-14,,,,,0.45,79.9,170.0,3866.0
2014-07-15,,,,,0.15,79.75,225.0,3891.0
2014-07-16,,,,,0.5,79.25,255.0,3911.0
2014-07-17,,,,,0.95,80.2,460.0,3866.0
2014-07-18,,,,,0.2,80.0,250.0,3936.0
2014-07-21,,,,,0.15,80.15,305.0,4027.0
2014-07-22,,,,,0.75,80.9,440.0,4066.0
2014-07-23,,,,,0.45,81.35,385.0,3876.0
2014-07-24,,,,,0.1,81.45,225.0,3901.0
2014-07-25,,,,,0.15,81.6,210.0,3886.0
2014-07-28,,,,,0.65,82.25,340.0,3891.0
2014-07-29,,,,,1.1,81.15,373.0,3856.0
2014-07-30,,,,,0.85,80.3,302.0,3986.0
2014-07-31,,,,,,80.3,215.0,4011.0
2014-08-01,,,,,,80.3,135.0,4041.0
2014-08-04,,,,,0.05,80.35,121.0,4041.0
2014-08-05,,,,,0.5,80.85,110.0,4051.0
2014-08-06,,,,,0.1,80.95,170.0,4066.0
2014-08-07,,,,,0.95,81.9,265.0,4061.0
2014-08-08,,,,,0.6,82.5,293.0,4061.0
2014-08-11,,,,,0.65,81.85,219.0,4028.0
2014-08-12,,,,,0.65,81.2,195.0,4052.0
2014-08-13,,,,,0.55,81.75,210.0,4037.0
2014-08-14,,,,,0.05,81.7,395.0,4042.0
2014-08-15,,,,,0.25,81.95,242.0,4007.0
2014-08-18,,,,,0.7,81.25,75.0,4001.0
2014-08-19,,,,,,81.25,165.0,4016.0
2014-08-20,,,,,0.1,81.15,200.0,4031.0
2014-08-21,,,,,0.2,81.35,225.0,4026.0
2014-08-22,,,,,0.1,81.45,25.0,4039.0
2014-08-25,,,,,,81.45,0.0,4024.0
2014-08-26,,,,,0.25,81.2,105.0,4024.0
2014-08-27,,,,,0.65,80.55,215.0,4049.0
2014-08-28,,,,,0.25,80.8,210.0,4109.0
2014-08-29,,,,,0.1,80.7,225.0,4145.0
2014-09-02,,,,,0.5,80.2,357.0,4141.0
2014-09-03,,,,,0.15,80.35,290.0,4106.0
2014-09-04,,,,,0.5,79.85,350.0,4139.0
2014-09-05,,,,,0.2,79.65,185.0,4199.0
2014-09-08,,,,,0.25,79.9,225.0,4199.0
2014-09-09,,,,,0.5,79.4,270.0,4162.0
2014-09-10,,,,,0.05,79.45,295.0,4197.0
2014-09-11,,,,,0.1,79.55,280.0,4153.0
2014-09-12,,,,,0.05,79.6,76.0,4143.0
2014-09-15,,,,,0.25,79.35,253.0,4139.0
2014-09-16,,,,,0.5,78.85,448.0,4114.0
2014-09-17,,,,,0.35,78.5,480.0,4135.0
2014-09-18,,,,,0.05,78.45,269.0,4170.0
2014-09-19,,,,,,78.45,86.0,4242.0
2014-09-22,,,,,0.55,77.9,230.0,4210.0
2014-09-23,,,,,0.35,77.55,415.0,4230.0
2014-09-24,,,,,0.1,77.45,348.0,4190.0
2014-09-25,,,,,0.25,77.2,335.0,4220.0
2014-09-26,,,,,0.15,77.05,275.0,4254.0
2014-09-29,,,,,0.9,76.15,302.0,4225.0
2014-09-30,,,,,0.25,75.9,655.0,4233.0
2014-10-01,,,,,0.35,76.25,225.0,4239.0
2014-10-02,,,,,0.25,76.5,385.0,4284.0
2014-10-03,,,,,1.2,75.3,515.0,4249.0
2014-10-06,,,,,,75.3,327.0,4364.0
2014-10-07,,,,,0.2,75.5,285.0,4396.0
2014-10-08,,,,,0.15,75.35,370.0,4376.0
2014-10-09,,,,,0.45,74.9,390.0,4456.0
2014-10-10,,,,,0.7,74.2,437.0,4541.0
2014-10-13,,,,,0.3,73.9,265.0,4587.0
2014-10-14,,,,,0.45,73.45,255.0,4592.0
2014-10-15,,,,,0.45,73.9,795.0,4602.0
2014-10-16,,,,,0.6,73.3,518.0,4607.0
2014-10-17,,,,,0.05,73.25,250.0,4615.0
2014-10-20,,,,,0.05,73.2,340.0,4565.0
2014-10-21,,,,,,73.2,325.0,4575.0
2014-10-22,,,,,0.85,74.05,590.0,4566.0
2014-10-23,,,,,0.35,73.7,375.0,4561.0
2014-10-24,,,,,0.15,73.55,120.0,4541.0
2014-10-27,,,,,0.05,73.6,150.0,4521.0
2014-10-28,,,,,0.05,73.55,229.0,4521.0
2014-10-29,,,,,0.2,73.75,200.0,4507.0
2014-10-30,,,,,0.25,73.5,410.0,4482.0
2014-10-31,,,,,0.65,72.85,434.0,4432.0
2014-11-03,,,,,0.45,72.4,337.0,4502.0
2014-11-04,,,,,0.85,71.55,600.0,4557.0
2014-11-05,,,,,0.2,71.35,337.0,4622.0
2014-11-06,,,,,0.45,70.9,460.0,4684.0
2014-11-07,,,,,0.4,71.3,457.0,4709.0
2014-11-10,,,,,0.8,72.1,465.0,4792.0
2014-11-11,,,,,0.05,72.05,290.0,4652.0
2014-11-12,,,,,0.1,71.95,340.0,4577.0
2014-11-13,,,,,0.15,71.8,265.0,4537.0
2014-11-14,,,,,0.2,72.0,470.0,4502.0
2014-11-17,,,,,0.35,72.35,130.0,4392.0
2014-11-18,,,,,0.55,72.9,330.0,4452.0
2014-11-19,,,,,0.2,73.1,455.0,4470.0
2014-11-20,,,,,0.1,73.0,355.0,4465.0
2014-11-21,,,,,0.2,73.2,230.0,4495.0
2014-11-24,,,,,0.4,73.6,310.0,4525.0
2014-11-25,,,,,0.3,73.9,230.0,4480.0
2014-11-26,,,,,0.15,73.75,220.0,4445.0
2014-11-28,,,,,0.8,72.95,535.0,4450.0
2014-12-01,,,,,0.4,72.55,300.0,4487.0
2014-12-02,,,,,0.8,71.75,245.0,4532.0
2014-12-03,,,,,0.15,71.6,265.0,4407.0
2014-12-04,,,,,0.45,72.05,346.0,4398.0
2014-12-05,,,,,0.05,72.0,160.0,4423.0
